hmo_licence_reference,pcd,lat,long
HMOM/23/68558,NW9 4FJ,51.5957,-0.2383
HMOM/23/68526,HA8 7LS,51.6141,-0.2775
HMOM/23/68706,NW11 7EN,51.5794,-0.1973
HMOM/23/68791,N11 1JE,51.6191,-0.1392
HMOM/23/68803,NW9 5JR,51.5966,-0.2485
HMOAA/23/69786,NW9 4FX,51.596,-0.2473
HMOAA/23/69925,HA8 7LS,51.6141,-0.2775
HMOAA/23/68086,NW11 9DR,51.5734,-0.2101
HMOAA/23/68353,N12 9RT,51.6213,-0.1763
HMOAA/23/68883,N12 9NL,51.6135,-0.164
HMOM/23/67930,NW2 2AA,51.5636,-0.1981
HMOAA/23/67904,NW4 1LP,51.5985,-0.2105
HMOAA/23/68451,HA8 9JL,51.6108,-0.2665
HMOAA/23/68925,NW9 4FZ,51.5957,-0.2478
HMOM/23/68009,NW9 5AS,51.5963,-0.2603
HMOAA/23/68337,N3 2HB,51.6022,-0.1921
HMOM/23/68030,N2 9RB,51.6022,-0.1688
HMOAA/23/68153,NW4 4LF,51.597,-0.2351
HMOAA/23/68155,NW4 2HE,51.584,-0.2197
HMOAA/23/68156,NW4 4XL,51.5886,-0.2346
HMOAA/23/68168,NW4 4XN,51.5891,-0.235
HMOAA/23/68249,NW4 2JX,51.5889,-0.2102
HMOAA/23/68021,NW9 4BZ,51.5927,-0.2404
HMOM/23/68142,N20 0RN,51.6252,-0.1556
HMOAA/23/69831,NW9 4FX,51.596,-0.2473
HMOAA/23/68017,NW11 6XH,51.5829,-0.1992
HMOM/23/68128,N2 9DB,51.5924,-0.1634
HMOM/23/68223,NW4 3PR,51.5787,-0.2343
HMOM/23/68472,N12 8RP,51.6175,-0.1774
HMOAA/23/68616,N3 2JP,51.5996,-0.1932
HMOAA/23/68761,N3 2BU,51.6033,-0.1906
AL/23/68800,NW4 3PL,51.5773,-0.2336
HMOM/23/68201,NW4 4DH,51.5894,-0.2219
HMOM/23/68518,NW2 2AP,51.5655,-0.198
HMOAA/23/68561,N2 0DQ,51.5855,-0.1776
HMOAA/23/68727,NW11 9JH,51.5794,-0.212
HMOAA/23/68727,NW11 9JH,51.5794,-0.212
HMOAA/23/68042,NW9 4BZ,51.5927,-0.2404
HMOM/23/68542,NW4 1ND,51.5961,-0.2131
HMOAA/23/68735,NW2 2TP,51.5609,-0.1978
HMOM/23/68704,NW11 9DR,51.5734,-0.2101
HMOM/23/68637,NW11 9HY,51.5774,-0.2141
HMOAA/23/68931,NW4 2BD,51.588,-0.2194
HMOM/23/68938,N3 1DP,51.5997,-0.1959
HMOM/23/67934,N2 8AG,51.591,-0.1653
HMOAA/23/68313,NW11 8DL,51.5642,-0.197
HMOAA/23/68421,NW4 3BU,51.5862,-0.2301
HMOAA/23/68458,NW9 4BZ,51.5927,-0.2404
HMOAA/23/68132,N3 3HP,51.5965,-0.198
HMOME/23/68330,NW11 9LD,51.5859,-0.2102
HMOM/23/68736,N3 1BL,51.6008,-0.2002
HMOMA/24/70298,N12 7EA,51.6224,-0.1839
